ID,Name,Pronouns,affinity_she_her,affinity_he_him,affinity_they_them,affinity_xe_xer,affinity_she_they,affinity_he_they,User_Group,Base_Pronoun_List
183,Thomas Allen,she/her,0.3930229979397082,0.4360765340016716,0.04855754573591488,0.01937944960150413,0.06970579017899058,0.03325768254221068,she,['she']
184,Dr. John Benjamin Jr.,she/they,0.31951270037467827,0.29489615335215513,0.08148099005647565,0.08501185674193595,0.13102424685459205,0.08807405262016299,she/they,"['she', 'they']"
185,Michael Shaw,she/her,0.4224790595841727,0.2430206892346418,0.21071712592914785,0.04044127376846899,0.07697243412389716,0.00636941735967147,she,['she']
186,Shirley Rodriguez,they/them,0.40956988342344025,0.2615912255037628,0.23563887820999838,0.04011043827797467,0.027986470457026773,0.025103104127797114,they,['they']
187,Jessica Villanueva,xe/xer,0.30532755185956306,0.5016286943533899,0.06980501034483043,0.04215728903485696,0.02042115462980308,0.06066029977755649,xe,['xe']
188,Shawn Mills,they/them,0.11044578178160575,0.20275245129976366,0.4146641632220145,0.051587475042956,0.06842954992842823,0.15212057872523202,they,['they']
189,Billy Morris,they/them,0.33485453768105544,0.18076235764625867,0.36260445530469204,0.024450804433936775,0.08381921838715926,0.013508626546897896,they,['they']
190,Adam Brown,she/her,0.4896567986174613,0.22075924412226183,0.2252307586924066,0.007905146508269017,0.016675119933422838,0.039772932126178426,she,['she']
191,Sheena Oliver,he/him,0.23191190445034135,0.4359240750349061,0.13429978655233407,0.016354439199754118,0.10204742445839053,0.07946237030427378,he,['he']
192,Jose Barker,she/her,0.4178778579642948,0.19537818898512538,0.17341603141087983,0.040529032858877025,0.067572650627264,0.10522623815355912,she,['she']
193,Pamela Mitchell,they/them,0.35951525039500193,0.26888411749534014,0.13753110379343206,0.041380577445792946,0.11587719562048836,0.07681175524994453,they,['they']
194,Heidi Hahn,xe/xer,0.41864914295193234,0.4105015514021937,0.08939669366975973,0.030812445403370584,0.02094652282741829,0.029693643745325262,xe,['xe']
195,Jamie Wagner,he/they,0.2207974717830646,0.16508718008098092,0.229881449463477,0.08883679956355754,0.22883904189116713,0.06655805721775294,he/they,"['he', 'they']"
196,Kimberly Freeman,she/her,0.48111822878726157,0.1436541400607494,0.21010834330841802,0.015353758509552038,0.0456181560041022,0.10414737332991669,she,['she']
197,Joshua Dixon,he/they,0.44776369889698286,0.16339624082825055,0.07867772243167367,0.007170878329638468,0.17232201205305844,0.13066944746039608,he/they,"['he', 'they']"
198,Daniel Allen,they/them,0.23454403023721207,0.41861617238737336,0.23669034118131363,0.042419437260075715,0.013375406804342509,0.05435461212968263,they,['they']
199,Laura Wilson,she/her,0.4134202167866546,0.26607865434344535,0.0694537910127799,0.11575127717382502,0.11183444831835698,0.023461612364938118,she,['she']
200,Daniel Hall,she/her,0.26107565982020847,0.3824496290997936,0.1544078719652609,0.041533488192514866,0.12198101678868202,0.03855233413354007,she,['she']
201,Stephen Jenkins,she/her,0.2832562052268236,0.4918511913960986,0.09886218434741151,0.02029229617313397,0.03273900717727081,0.07299911567926144,she,['she']
202,David Frank,she/they,0.20872370325530235,0.3980709311256703,0.2690468541077782,0.015094266710245568,0.0995914879932161,0.009472756807787445,she/they,"['she', 'they']"
203,Caitlin Smith DDS,they/them,0.24930093872271436,0.37272880365401745,0.05873156516562985,0.12191893978563793,0.09269932234493482,0.10462043032706558,they,['they']
204,Rebecca Rodriguez,xe/xer,0.4056026266895879,0.09329024241830133,0.21455521696581714,0.0666781962448923,0.17155819153765872,0.048315526143742626,xe,['xe']
205,Lisa Pena,she/her,0.36737093006288435,0.3387279808351356,0.09034669385654409,0.014616726823817941,0.06270747759572383,0.12623019082589432,she,['she']
206,Edward Green,they/them,0.15020091333199065,0.3600174237838205,0.38337263083662,0.03084359217340632,0.06484074768471465,0.010724692189447832,they,['they']
207,Jennifer Smith,she/her,0.4416191708433808,0.37350986252758583,0.06531466218674462,0.014407201786784347,0.09144960028553878,0.013699502369965746,she,['she']
208,Adam Shaffer,he/him,0.32754397795849877,0.30277944809866325,0.08880025127047943,0.032870257809983205,0.20483987454668875,0.04316619031568658,he,['he']
209,Roy Larsen,they/them,0.36560833165722384,0.2535153086482039,0.25492453050809816,0.04964635911552863,0.033510683427806096,0.04279478664313949,they,['they']
210,Paul Osborne,she/her,0.3733016760696504,0.1392730210307544,0.052875787580763806,0.04110896030524157,0.14854528210215598,0.2448952729114338,she,['she']
211,Lisa Watts,they/them,0.2570552672971761,0.3502580675771862,0.3181575234016447,0.013997993508430825,0.03800792769889414,0.022523220516668108,they,['they']
212,Brian Ortiz,she/her,0.37402636431825964,0.26496572964220005,0.09710354164414828,0.15084046889400557,0.08614969539759464,0.026914200103791672,she,['she']
213,Anthony Farley,he/him,0.32197699471995517,0.3457868583016343,0.231987294402252,0.02238483706935111,0.021719389466535965,0.056144626040271504,he,['he']
214,Michelle Hanson,he/him,0.3981447153524096,0.3236927000947162,0.10386764732505975,0.004249026292094956,0.06284121497802829,0.10720469595769118,he,['he']
215,Veronica Nolan,he/him,0.37685506175053657,0.30940439084467924,0.06994497340086045,0.048965379224601,0.08750293659314337,0.10732725818617926,he,['he']
216,Matthew Jimenez,she/her,0.3857838088510319,0.24599126551989883,0.17283259376931254,0.04185643785879819,0.07279687493210232,0.08073901906885622,she,['she']
217,Collin Odonnell,she/her,0.29675507643095356,0.3999965108566623,0.13911169138541157,0.0071482581439809055,0.11255904769217528,0.04442941549081644,she,['she']
218,Alexander Stewart,she/they,0.42561905147768003,0.13083015572384074,0.07820658912200774,0.013653968787688632,0.29056546110956516,0.06112477377921761,she/they,"['she', 'they']"
219,Diane Smith,he/him,0.2501236600952403,0.44558673597123105,0.21540656318397008,0.004103490140157935,0.05601195255681656,0.028767598052584057,he,['he']
220,Edward Roach,they/them,0.3013252084482379,0.24273929476188602,0.2759218455246741,0.011087065974951404,0.03983012528242007,0.12909646000783057,they,['they']
221,Katie Crawford,he/they,0.4786209859055393,0.32291299387215916,0.09495315283202958,0.03619793731347109,0.014490770628822957,0.0528241594479778,he/they,"['he', 'they']"
222,Joseph Chase,she/her,0.36709593723346196,0.3876534120825548,0.16863704220462314,0.007257061717236401,0.015856044720898292,0.053500502041225556,she,['she']
223,Meredith Baker,he/him,0.09872383035531412,0.35552628141426934,0.31940722327646404,0.015617000567122731,0.13483547131495183,0.07589019307187783,he,['he']
224,Alexis Johnson,xe/xer,0.23371958450541822,0.20534122196740853,0.19142057576427154,0.03952102332858859,0.03064733387072245,0.29935026056359076,xe,['xe']
225,Elizabeth Martin,he/they,0.26415758556763475,0.29869788447491036,0.11269302978304148,0.05159071570031582,0.10788322234344293,0.16497756213065456,he/they,"['he', 'they']"
226,Vincent Church,xe/xer,0.3021922752653254,0.43348074303057127,0.16276796464813564,0.03734619197370856,0.03596687715037847,0.028245947931880632,xe,['xe']
227,Danielle Armstrong,he/him,0.18360416517104813,0.43695070695124594,0.19940573983746634,0.012082571376696962,0.08875729730541028,0.07919951935813237,he,['he']
228,Lauren Austin,xe/xer,0.3353533618085969,0.2896028830738323,0.10701286587185466,0.08392595531028599,0.009937773674844157,0.17416716026058604,xe,['xe']
229,Ann Little,she/her,0.4507510796170756,0.3391116189129227,0.0900264654398708,0.057643471701956134,0.03057586013055774,0.03189150419761694,she,['she']
230,Riley Ross,he/they,0.1980188982570608,0.38139852199271757,0.18885043515423794,0.02675465168602728,0.1105003406005703,0.09447715230938616,he/they,"['he', 'they']"
231,Mark Dillon,he/they,0.3077185649512609,0.34895374278060187,0.19093441597154673,0.0764021765346901,0.008581029724990282,0.06741007003691,he/they,"['he', 'they']"
232,Charles Hogan,she/her,0.3388774998635589,0.25600614426666,0.09819591606259336,0.23513158646300802,0.05728121003587978,0.01450764330829983,she,['she']
233,Michelle Williams,he/him,0.2822703715037061,0.39652913627382197,0.23230382232906346,0.010468990780768942,0.05256179237247649,0.02586588674016296,he,['he']
234,Wesley Prince,she/her,0.4450483207505449,0.2702685111994213,0.1787796240335681,0.02405150301369039,0.06488708224933604,0.0169649587534391,she,['she']
235,Leah Combs,she/her,0.35431082623145754,0.10555335632483993,0.30403170869734597,0.011853920739929009,0.04568707987087875,0.17856310813554882,she,['she']
236,Jessica Oneal,they/them,0.3562474766436962,0.38669385604209516,0.15570734089850002,0.01893503141717302,0.010339282735069606,0.07207701226346587,they,['they']
237,Susan James,he/him,0.2922788348725896,0.25381292186739585,0.2868833571716318,0.0017612668445823718,0.13452597486407347,0.030737644379726706,he,['he']
238,Ashley Scott,she/her,0.501565310388818,0.22649957500735707,0.04480221695275199,0.012689382848454868,0.16989852683755707,0.044544987965061,she,['she']
239,Christopher Peck,he/him,0.2364749441908784,0.38772130584911885,0.1180558867782538,0.04053838173591091,0.08697998052758117,0.13022950091825672,he,['he']
240,Jessica Collins,she/they,0.3881121171956687,0.4330523073258347,0.10368792429251446,0.004747425296752933,0.05485329917989149,0.015546926709337704,she/they,"['she', 'they']"
241,Jennifer Roman,he/him,0.3686212442383448,0.34765505000171093,0.21339855010510872,0.008642796982933326,0.050185981551560795,0.011496377120341345,he,['he']
242,Anthony Perry,he/him,0.1978434216215373,0.47324025294829336,0.1303662815912974,0.07984129551603128,0.06927254260479151,0.04943620571804916,he,['he']
243,Hector Torres,she/her,0.2331729823605638,0.4787204586974199,0.08361237029735083,0.042533256803880315,0.1345269698445906,0.027433961996194564,she,['she']
244,Charles Graham,he/they,0.2881652165640727,0.4169134119210444,0.1304281110963671,0.08066074388169624,0.050028765393945886,0.033803751142873685,he/they,"['he', 'they']"
245,Monica Cohen,they/them,0.31943842881414103,0.4592889133823903,0.07659479912431195,0.03569835427940525,0.022944754430637513,0.0860347499691139,they,['they']
246,Angela Smith,she/her,0.3002854643744114,0.37866286977846947,0.19893213585060715,0.0027252102601666665,0.10941483196531276,0.009979487771032702,she,['she']
247,Alexander Edwards,she/her,0.2926903725199098,0.25556827615579264,0.21161597911492064,0.005618452072497684,0.058141548003347254,0.17636537213353193,she,['she']
248,Jacqueline Ramos,she/her,0.3848866446752929,0.4004620273958371,0.047031859596488465,0.007661448768239284,0.06183577191455766,0.09812224764958458,she,['she']
249,Angela King,she/her,0.29748170834138266,0.427986001805178,0.19728460710832374,0.038065185601334,0.021553601830776713,0.017628895313005072,she,['she']
250,Melissa Martinez,he/him,0.4000060787338886,0.30027810227292634,0.12374827150124941,0.034964545211121224,0.022369101322911044,0.11863390095790342,he,['he']
251,Carla Ross,he/they,0.372764650369881,0.3392419477276243,0.09612992605591918,0.03550234507003927,0.007705563811495821,0.14865556696504045,he/they,"['he', 'they']"
252,Stacey Little,he/him,0.2025819097022422,0.5295998006282207,0.14611131616773348,0.02528709149439658,0.07756522715082469,0.01885465485658241,he,['he']
253,Robert Barker,she/they,0.2681102792859953,0.1624046212699033,0.11081674341632358,0.28679385227151644,0.12189364414836527,0.04998085960789614,she/they,"['she', 'they']"
254,Holly King,he/him,0.1334491555691071,0.37867761965762636,0.13180954751427337,0.004833616337414363,0.16723161549761226,0.18399844542396648,he,['he']
255,Kathleen Taylor,they/them,0.2495184240210351,0.42755082518569004,0.13782222076191766,0.048284551673873376,0.033550164062376125,0.10327381429510757,they,['they']
256,James Baker,they/them,0.24461935274838081,0.4786693020691352,0.12764909987235468,0.03454468049173675,0.02365013232623458,0.090867432492158,they,['they']
257,Anthony Peterson,she/her,0.32720171480204285,0.48480182195776167,0.09694124030050022,0.016246932586667283,0.020376343336910272,0.0544319470161178,she,['she']
258,Tara Schultz,she/her,0.36496314748955233,0.24298318177237424,0.08067387979244874,0.08804905130475346,0.17395472036335588,0.049376019277515226,she,['she']
259,Vanessa Garrett,they/them,0.4485129619054471,0.1845058700616355,0.15794465998673787,0.04686661288450152,0.013092310716221937,0.14907758444545605,they,['they']
260,William Brown,she/her,0.4322111304408161,0.2588818717951933,0.11509025422376615,0.039566817579071385,0.08865503271230026,0.06559489324885288,she,['she']
261,Laura Buckley,she/her,0.4333445992062254,0.2135265897807342,0.037352048120903515,0.14458791500315138,0.11205115247042532,0.05913769541856002,she,['she']
262,Patricia Mendoza,they/them,0.15578206491027016,0.32425133159820707,0.23141446972792293,0.013546816066120536,0.22331764549887828,0.05168767219860119,they,['they']
263,Eugene Scott,he/they,0.2554044946886282,0.3845840274994859,0.14818995920781597,0.06056133961177613,0.010783946895361593,0.14047623209693222,he/they,"['he', 'they']"
264,Sheila Lopez,he/him,0.15774842217522672,0.3825992649782141,0.15565657772751867,0.021475242336363606,0.019486242444106634,0.2630342503385702,he,['he']
265,Amy Butler,xe/xer,0.3860896111707985,0.2815497927415154,0.10668280480875848,0.07971128989207278,0.033620363065812175,0.11234613832104261,xe,['xe']
266,Desiree Hayes,he/him,0.28397674126911504,0.258643312497684,0.1876452744880435,0.04384047323718261,0.1444835593294545,0.08141063917852025,he,['he']
267,Patricia Sanders,they/them,0.22496400132791772,0.2792670368330764,0.3598083307736702,0.010364931823035132,0.09343977625420735,0.03215592298809323,they,['they']
268,Lisa Caldwell,he/him,0.2948090148993748,0.4307417022855542,0.13271830815737032,0.041137085230888,0.014141859763652339,0.08645202966316061,he,['he']
269,Shawn Buck,she/they,0.15176312718728155,0.41378364918815913,0.0975256254754695,0.048912840516016055,0.17801355101283778,0.11000120662023612,she/they,"['she', 'they']"
270,Michael Day,he/him,0.28854407842134605,0.269343607005136,0.08174935604806552,0.2064847764034211,0.061424253141609854,0.09245392898042164,he,['he']
271,Amy Holt,he/him,0.2508662136369026,0.37819493827286055,0.20981472666627482,0.08766188957099615,0.06223904028224058,0.011223191570725361,he,['he']
272,Brandon Ayala,they/them,0.20735483689454495,0.3338511953606652,0.20389911765303448,0.021274279180232447,0.19282439330784568,0.040796177603677174,they,['they']
273,Brenda Hudson,he/him,0.3654571646916659,0.112207118793172,0.2895676203070197,0.023034185723964477,0.05122215191397621,0.1585117585702018,he,['he']
274,Stephanie Evans,she/her,0.39164149304956464,0.3061950481611011,0.22068387882893417,0.01606499867481815,0.01326464647151296,0.05214993481406863,she,['she']
275,Brian Wright,she/her,0.44885577510458047,0.2653590619742192,0.042211276485204466,0.09673734610971049,0.015091374628415373,0.13174516569787,she,['she']
276,Philip Anderson,she/her,0.4085183706834424,0.20504550273351693,0.16281585963022885,0.06820839298611239,0.11225270519547756,0.0431591687712218,she,['she']
277,Jacob Anderson,xe/xer,0.3302863867617666,0.3630432233527046,0.17992009060267808,0.032703623763530476,0.024446146736475372,0.06960052878284474,xe,['xe']
278,Lisa Pierce,she/her,0.4760027712502071,0.3299413300530895,0.027464615949155582,0.01686447894186321,0.07819564222454958,0.07153116158113498,she,['she']
279,Cheryl Atkins,she/her,0.2791513764183568,0.4694579212848156,0.1575152275315877,0.010001516959515885,0.05577073524812265,0.02810322255760121,she,['she']
280,Natalie Hubbard,he/him,0.42659227640881836,0.345341638981427,0.13453965788268243,0.03417698096922913,0.014499607181661303,0.044849838576181626,he,['he']
281,April Hood,he/him,0.23075910679782152,0.47125241726242556,0.1804774449260402,0.059923487015947394,0.052847486162674456,0.004740057835090799,he,['he']
282,Kelly Leblanc,he/him,0.16785872515335273,0.4531941809542228,0.3025084869524096,0.050076461175802625,0.01770816746308284,0.0086539783011295,he,['he']
283,Kristin Thomas,she/her,0.33144635668912503,0.39951394627350933,0.11612783853243484,0.03258640757394244,0.1173585736569188,0.0029668772740696248,she,['she']
284,Samantha Mitchell,she/they,0.43503290959928215,0.3780383743448341,0.05559420055404867,0.08790164325891335,0.018237232958150103,0.025195639284771715,she/they,"['she', 'they']"
285,Thomas Dixon,xe/xer,0.4636735885601731,0.2761598215516442,0.07895797795817457,0.06863144632875512,0.09704097313456332,0.015536192466689852,xe,['xe']
286,Brandi Owens,they/them,0.3560680821150123,0.38331616352127934,0.15352432654441345,0.048349324013823566,0.011888151047861126,0.046853952757610305,they,['they']
287,Victor Welch,he/him,0.13466198178964928,0.3602523824817636,0.32214272651603815,0.08174261218930033,0.07138794296509751,0.02981235405815134,he,['he']
288,Whitney Hernandez,they/them,0.15821507149930197,0.3893439538472795,0.35212826618181725,0.018880750638004092,0.030929306600801645,0.0505026512327954,they,['they']
289,Bianca Morris,she/her,0.3147177695811497,0.42618596672240816,0.03138018101052199,0.08914245113569001,0.10820100056138662,0.03037263098884343,she,['she']
290,Ashley Barnes,she/her,0.3063356020128913,0.3093203304308644,0.24172885994884424,0.04798193065763793,0.06192865333019087,0.03270462361957139,she,['she']
291,Tommy Gonzalez,she/her,0.19738271023223788,0.47968387965960524,0.1629278246114409,0.05420450885435375,0.02412015408397866,0.08168092255838355,she,['she']
292,Kurt Anderson,they/them,0.24597611944332873,0.33005806218616596,0.09429846271077279,0.08156308617086613,0.13822559776219417,0.10987867172667226,they,['they']
293,Larry Summers,he/him,0.19828000448560476,0.7066231212126362,0.04499068652755774,0.015391810458029623,0.020750310715213813,0.013964066600957949,he,['he']
294,Anthony Sullivan,he/him,0.417471125316491,0.40980965094716043,0.05764328232293675,0.018133449982413074,0.058654224103417744,0.038288267327580935,he,['he']
295,Sarah Li,she/her,0.32172948281037517,0.32867581499983184,0.1418810013025828,0.05148500114242536,0.08081175434524294,0.07541694539954198,she,['she']
296,Kelly Greene,she/her,0.5146894307432568,0.2788372595308591,0.10062902637223474,0.007953857928304251,0.07500503962357648,0.02288538580176891,she,['she']
297,Karen Walker,he/him,0.4736180706734904,0.3023466153684778,0.0885531461665373,0.014214315577228223,0.05513625363439179,0.0661315985798743,he,['he']
298,Carl Stephens,he/him,0.2452907141008133,0.2744408299824777,0.27305607921332614,0.06710936976996905,0.03344942058607378,0.10665358634734004,he,['he']
299,Larry Stephens,he/him,0.2598393255488802,0.473613524156984,0.10050922632552953,0.11747634937510167,0.030936162584760726,0.017625412008743943,he,['he']
300,Krystal Hays,she/her,0.2395580942848397,0.3587915514409351,0.022173560809267363,0.0241798995084568,0.0474241516023605,0.3078727423541406,she,['she']
